Business File Number,Latitude,Longitude
2013-BFN-1069131,39.65177700000001,-104.88483870142491
2010-BFN-1047095,39.65177700000001,-104.88483870142491
2013-BFN-1069592,39.780224748542906,-104.84690670364755
2013-BFN-1069803,39.78221891941565,-104.85921601872161
2010-BFN-1046023,39.780224748542906,-104.84690670364755
2015-BFN-0004100,39.797351748542894,-104.86127671533296
2016-BFN-0004372,39.7940675029142,-104.86138924470508
2013-BFN-1070236,39.772921533758186,-104.8492424701656
2013-BFN-1068510,39.7903534754744,-104.85873
2015-BFN-0000239,39.76808743493553,-104.84807083083271
2010-BFN-1045758,39.77082016763808,-104.84478621527472
2010-BFN-1045844,39.78344716763806,-104.85260525587182
2010-BFN-1048103,39.772921533758186,-104.8492424701656
2016-BFN-0006284,39.797351748542894,-104.86127671533296
2014-BFN-0004098,39.7940675029142,-104.86138924470508
2010-BFN-1048184,39.77887650490476,-104.86461213918865
2017-BFN-0005438,39.789773999999994,-104.85064823365484
2013-BFN-1069062,39.78344716763806,-104.85260525587182
2010-BFN-1045902,39.76808743493553,-104.84807083083271
2015-BFN-0004648,39.79031546436588,-104.86465136081135
2010-BFN-1045818,39.769767167638065,-104.8447997369148
2014-BFN-0004448,39.789773999999994,-104.85064823365484
2013-BFN-1069096,39.77887650490476,-104.86461213918865
2010-BFN-1045752,39.708324000000005,-104.87530723754998
2013-BFN-1069527,39.708324000000005,-104.87530723754998
2010-BFN-1045701,39.82469405245544,-104.77177522196942
2017-BFN-0005193,39.82469405245544,-104.77177522196942
2010-BFN-1048178,39.69264583236193,-104.99803821527472
2015-BFN-0003803,39.66805195420967,-104.9961037763285
2010-BFN-1045881,39.72888886372556,-105.01983574023302
